season,match_date,period,timestamp,team,player,play_pattern,under_pressure,body_part,type,technique,first_time,one_on_one,open_goal,key_pass_id,start_location_x,start_location_y,distance,angle,goal,statsbomb_xg,xg
2018/2019,2019-02-02,2,00:18:24.773,Barcelona,Lionel Andrés Messi Cuccittini,From Goal Kick,0,Foot,Open Play,Normal,0,0,0,4c0ba471-535c-474c-b6f3-ebbcf2ba3e78,97.3,34.1,23.454210709380092,18.778610176609828,1,0.038733817999999996,0.07663302541860416
2018/2019,2019-02-02,2,00:27:00.543,Barcelona,Philippe Coutinho Correia,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,90.2,26.0,32.924762717444146,12.58287124457771,0,0.022699788,0.0739549627405415
2018/2019,2019-02-02,2,00:30:29.091,Barcelona,Philippe Coutinho Correia,Regular Play,0,Foot,Open Play,Normal,0,0,0,b686c6dc-3de3-4234-93f7-62ca11f4f6a9,103.0,23.6,23.621176939348306,14.086977615982946,0,0.03198858,0.03415772673081471
2018/2019,2019-02-02,2,00:39:41.691,Barcelona,Luis Alberto Suárez Díaz,From Throw In,0,Foot,Open Play,Half Volley,1,0,0,,109.7,25.8,17.54223474931287,15.772489559851687,0,0.030882616,0.04388620201510341
2018/2019,2019-05-19,1,00:03:40.717,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,91ac2ce4-16b0-491f-92a4-d16d488bcf24,105.5,37.8,14.665946952038247,30.22726197498836,0,0.18440276,0.27060814486797735
2018/2019,2019-05-19,1,00:07:58.783,Barcelona,Sergio Busquets i Burgos,Regular Play,0,Foot,Open Play,Normal,1,0,0,,61.4,54.8,60.440052945046304,7.344781391580025,0,0.015416451999999999,0.023639818736025442
2018/2019,2019-05-19,1,00:26:58.057,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,86.5,45.1,33.88598530366205,13.316536715495708,0,0.024736485,0.04193214600425226
2018/2019,2019-05-19,1,00:30:10.034,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Open Play,Normal,0,1,0,b7b48aac-d85f-4d74-b631-eb6720a6ec82,113.9,30.2,11.543396380615196,22.597307555696773,1,0.20556626,0.287479802621988
2018/2019,2019-05-19,1,00:31:51.990,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Foot,Open Play,Lob,0,0,0,e3a6b865-4d1b-4af9-95af-9531be9a8c88,105.1,31.0,17.407182425654078,22.55392006098475,1,0.25303835,0.3796783333958364
2018/2019,2019-05-19,2,00:15:38.940,Barcelona,Gerard Piqué Bernabéu,From Throw In,0,Foot,Open Play,Normal,1,0,0,3b068f42-c0b4-4e74-89f3-5f26576ba06f,110.9,57.1,19.370596273734066,11.45647494760596,0,0.025302015,0.02890231082963708
2018/2019,2019-05-19,2,00:39:06.942,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Foot,Open Play,Normal,1,0,0,b7b9d0a4-0e46-49a6-ae4a-391b495f45f0,107.3,32.1,14.956603892595403,26.06635775937423,0,0.15075410000000003,0.18717977388102863
2018/2019,2019-05-19,2,00:42:15.567,Barcelona,Carles Pérez Sayol,From Throw In,1,Foot,Open Play,Half Volley,0,1,0,,116.7,29.6,10.911003620199196,14.369354711847846,0,0.094712876,0.09261572245213892
2018/2019,2019-04-23,1,00:05:03.208,Barcelona,Luis Alberto Suárez Díaz,From Counter,0,Foot,Open Play,Normal,0,0,0,7b15cf2e-f7c6-40ac-bfc5-448235b2644c,106.7,33.0,15.029637387508721,26.881918063998945,0,0.25261524,0.21014105330720517
2018/2019,2019-04-23,1,00:05:05.727,Barcelona,Philippe Coutinho Correia,From Counter,0,Foot,Open Play,Normal,0,0,0,,104.9,38.8,15.147607071745682,29.5072791026973,0,0.15073545,0.2242288811881365
2018/2019,2019-04-23,1,00:06:02.083,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,1,0,0,dc2239fa-029a-40d3-8f5e-06f4a37d046c,111.2,33.4,10.999999999999998,33.84091170448565,0,0.111014694,0.3032039405530225
2018/2019,2019-04-23,1,00:06:03.688,Barcelona,Sergi Roberto Carnicer,Regular Play,0,Foot,Open Play,Half Volley,1,0,0,,103.8,28.7,19.751708786836648,19.106272572693573,0,0.04169259,0.07267291145849021
2018/2019,2019-04-23,1,00:21:12.056,Barcelona,Philippe Coutinho Correia,From Throw In,0,Foot,Open Play,Normal,0,0,0,e8a9f12c-17ab-47b5-9884-a85d42d9453d,93.4,30.6,28.212054161297782,15.261583306382814,0,0.016692474,0.03587896656138016
2018/2019,2019-04-23,1,00:22:00.286,Barcelona,Philippe Coutinho Correia,From Free Kick,0,Foot,Open Play,Normal,0,0,0,f97e711f-71e4-440c-a7ce-577becdf556d,92.5,20.1,33.944955442598534,10.957888209079911,0,0.01784669,0.014718981117626906
2018/2019,2019-04-23,1,00:28:43.082,Barcelona,Luis Alberto Suárez Díaz,From Counter,0,Foot,Open Play,Normal,1,0,0,c74dfbc8-99d1-4543-ac32-abc22d359ad0,106.3,57.1,21.911184358678565,13.287302640431282,0,0.028828211,0.03587896656138016
2018/2019,2019-04-23,1,00:29:22.935,Barcelona,Arturo Erasmo Vidal Pardo,From Corner,0,Head,Open Play,Normal,0,0,0,809e2a8f-de1f-4866-87c1-fb3d0d6738b0,112.8,38.2,7.4215901261117905,55.844197632339494,0,0.22401759999999998,0.16441294442703042
2018/2019,2019-04-23,1,00:44:21.953,Barcelona,Carles Aleña Castillo,From Throw In,0,Foot,Open Play,Normal,0,0,0,03324dda-e6d9-40d3-baee-a99670fb10ff,89.6,35.6,30.716770663596787,14.692468034621761,0,0.014163081499999999,0.02191857890545999
2018/2019,2019-04-23,2,00:03:31.650,Barcelona,Luis Alberto Suárez Díaz,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,98.1,54.3,26.15530538915576,14.694162291574385,0,0.05764232,0.09759013868376575
2018/2019,2019-04-23,2,00:08:50.099,Barcelona,Carles Aleña Castillo,From Free Kick,1,Foot,Open Play,Normal,0,0,0,24681800-c9ec-48b3-bcff-0a2e8f81fb93,107.4,39.1,12.632101962856376,35.072560142864944,1,0.48463935,0.27060814486797735
2018/2019,2019-04-23,2,00:14:50.475,Barcelona,Luis Alberto Suárez Díaz,Other,0,Foot,Penalty,Normal,0,0,0,,108.0,39.9,12.00041665943312,36.867749161537525,1,0.76,0.842885872297637
2018/2019,2019-04-23,2,00:23:52.175,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,73646451-11c2-41ca-bfd3-b90af21ffc93,112.7,27.4,14.561936684383712,16.587909689952486,0,0.047137167,0.08487051777374358
2018/2019,2019-04-23,2,00:30:44.902,Barcelona,Arturo Erasmo Vidal Pardo,Regular Play,1,Head,Open Play,Normal,0,0,0,9993eca7-346d-467d-8292-706a008655aa,116.5,32.9,7.915806970865321,30.96736798996428,0,0.07564662,0.15750621963978975
2018/2019,2019-04-23,2,00:44:44.943,Barcelona,Philippe Coutinho Correia,Regular Play,0,Foot,Open Play,Normal,1,0,0,1d7c9888-c2b0-4b7c-a771-7634936653d2,106.3,30.3,16.78630394101096,22.409837371493264,0,0.1916257,0.15800268801677403
2018/2019,2019-04-23,2,00:47:09.045,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Open Play,Normal,0,0,0,5e90a0a5-17b6-42f1-a9b9-ab7049f44875,106.6,47.8,15.504837954651446,25.53466264008959,0,0.15847892,0.17224848597206774
2018/2019,2019-04-27,1,00:01:26.166,Barcelona,Luis Alberto Suárez Díaz,From Counter,1,Foot,Open Play,Normal,1,0,0,8e96d6d1-c144-42f8-8501-2a8b960dd0be,114.9,50.6,11.763077828527699,18.43916267740531,0,0.2576734,0.1361539916417759
2018/2019,2019-04-27,1,00:01:38.400,Barcelona,Philippe Coutinho Correia,Regular Play,0,Foot,Open Play,Normal,0,0,0,a35323c5-701c-4740-946a-ad27ba839d93,96.0,34.9,24.535892076710805,18.140837596204285,0,0.029906835,0.0739549627405415
2018/2019,2019-04-27,1,00:02:04.390,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,0,0,0,8f1e6213-d3c7-4768-abf9-c91357dea256,93.1,32.8,27.84690287985363,15.82076527657666,0,0.022367269,0.03587896656138016
2018/2019,2019-04-27,1,00:04:28.556,Barcelona,Philippe Coutinho Correia,Regular Play,0,Foot,Open Play,Normal,0,0,0,ea27e345-853f-4bc6-a596-a7da26a5b8b4,95.2,33.2,25.715365056712685,17.09074846156599,0,0.05789973599999999,0.0739549627405415
2018/2019,2019-04-27,1,00:04:53.294,Barcelona,Clément Lenglet,From Corner,0,Head,Open Play,Normal,0,0,0,d882f3ec-e3a2-4b84-9645-64196b0126a3,113.7,39.4,6.3285069329186925,64.4903383969133,0,0.28631209999999996,0.20299173969299442
2018/2019,2019-04-27,1,00:20:00.506,Barcelona,Luis Alberto Suárez Díaz,From Counter,0,Foot,Open Play,Normal,0,0,0,ba4e54c9-699b-4229-ac16-4b7dd0b669e8,113.7,30.4,11.482595525402784,23.511223530493336,0,0.14907795,0.2242288811881365
2018/2019,2019-04-27,1,00:21:26.630,Barcelona,Nélson Cabral Semedo,Regular Play,0,Foot,Open Play,Normal,0,0,0,e80f8c9e-4388-450a-9a26-e1a0d1d6025d,104.3,47.8,17.530829986055995,23.32214057907736,0,0.06408665,0.20373079689694876
2018/2019,2019-04-27,1,00:24:37.739,Barcelona,Philippe Coutinho Correia,From Throw In,0,Foot,Open Play,Normal,0,0,0,c1c81d12-7a0c-411e-98c5-3c235eaa3510,109.5,29.6,14.778700890132392,22.53841381894195,0,0.17076483,0.15768999769370154
2018/2019,2019-04-27,1,00:25:12.930,Barcelona,Philippe Coutinho Correia,From Keeper,0,Head,Open Play,Normal,0,0,0,90df3694-62ac-49dc-80b2-1c27e6ffad12,112.8,39.3,7.233947746562732,57.75917433488246,0,0.1913183,0.2892039405530225
2018/2019,2019-04-27,1,00:26:49.428,Barcelona,Philippe Coutinho Correia,From Throw In,0,Foot,Open Play,Normal,0,0,0,cc40b725-fe83-4bc8-99d4-f32fb5605a0d,100.1,26.7,23.93532953606447,15.953548595559855,0,0.035661772,0.029925533021739725
2018/2019,2019-04-27,1,00:34:37.281,Barcelona,Arturo Erasmo Vidal Pardo,Regular Play,0,Foot,Open Play,Normal,0,0,0,33808318-6036-4cb7-a2cb-c27a459271c8,89.5,40.4,30.5026228380446,14.940620598909053,0,0.019284299999999997,0.02191857890545999
2018/2019,2019-04-27,1,00:40:02.807,Barcelona,Philippe Coutinho Correia,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,99.3,26.0,24.989797918350607,15.224280207092614,0,0.08597701,0.09759013868376575
2018/2019,2019-04-27,1,00:45:16.823,Barcelona,Ivan Rakitić,From Free Kick,1,Head,Open Play,Normal,0,0,0,68a7f646-23d1-4d56-ae3e-c85ab3f3a7ff,109.1,38.0,11.081967334368034,39.2283018348267,0,0.057414096,0.10695592321803507
2018/2019,2019-04-27,2,00:05:00.949,Barcelona,Lionel Andrés Messi Cuccittini,From Counter,0,Foot,Open Play,Normal,0,0,0,20630a03-e651-4ffb-bf2b-f0d52c812efd,97.8,37.0,22.401785643113364,20.080008769236287,0,0.07629285,0.08883063173385754
2018/2019,2019-04-27,2,00:11:33.908,Barcelona,Ivan Rakitić,From Throw In,0,Foot,Open Play,Normal,0,0,0,,101.4,25.9,23.340308481251913,15.717015762787875,0,0.032925814,0.029925533021739725
2018/2019,2019-04-27,2,00:14:10.861,Barcelona,Ousmane Dembélé,From Free Kick,0,Foot,Open Play,Normal,1,0,0,f027514d-c7e7-4d0a-8525-266fdc0ad774,103.5,24.8,22.434125790857106,15.156875109713138,0,0.044305738,0.029925533021739725
2018/2019,2019-04-27,2,00:16:09.349,Barcelona,Luis Alberto Suárez Díaz,From Throw In,0,Foot,Open Play,Normal,0,0,0,f7781cdc-9522-41e2-a1eb-9e8d17bfac51,106.3,55.5,20.686710710018644,14.898862269518617,0,0.02477831,0.028204293191174273
2018/2019,2019-04-27,2,00:16:14.521,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Foot,Open Play,Normal,0,0,0,6c969932-c465-4627-9962-34f9d3e2e574,111.6,47.3,11.128791488746657,31.926522700493713,1,0.10841029,0.2892039405530225
2018/2019,2019-04-27,2,00:20:55.864,Barcelona,Arturo Erasmo Vidal Pardo,From Throw In,1,Foot,Open Play,Normal,1,0,0,9f299ad1-f26c-48c6-9ddc-52bc0afd2d44,108.3,54.3,18.476471524617466,16.048603785302088,0,0.03408386,0.048353175901432136
2018/2019,2019-04-27,2,00:30:04.743,Barcelona,Arturo Erasmo Vidal Pardo,From Free Kick,0,Foot,Open Play,Normal,0,0,0,214310c8-2051-4f67-8dad-e5a4d527a590,103.5,49.6,19.08952592391964,20.749893448728066,0,0.10256932,0.12181975121300374
2018/2019,2019-04-27,2,00:33:38.030,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,760060ac-fe7f-4f70-be30-4d6ccdf2e198,103.4,29.4,19.695684806576285,19.649920331223626,0,0.07270394,0.09411028520391226
2018/2019,2019-04-27,2,00:38:54.764,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Open Play,Normal,0,0,0,6cbfd3ea-96ab-4a34-bf46-f0ab507d7620,98.5,45.2,22.119900542271886,19.971830485094756,0,0.054663453,0.08535077825400406
2018/2019,2019-04-27,2,00:41:18.726,Barcelona,Luis Alberto Suárez Díaz,From Counter,0,Foot,Open Play,Normal,0,0,0,0fda0b0f-6278-4baf-9750-afcd279c2174,109.5,53.3,16.945205811674285,17.21314076548686,0,0.04832596,0.0996909790199002
2018/2019,2019-02-23,1,00:09:54.093,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Half Volley,0,0,0,ab2892fd-6d42-4b4d-90ed-1e1b6a35f50d,101.7,34.7,19.05203401214684,22.8761620708678,0,0.035824884,0.14051187561004033
2018/2019,2019-02-23,1,00:10:12.350,Barcelona,Philippe Coutinho Correia,From Throw In,1,Foot,Open Play,Normal,0,0,0,7426dd1d-b572-4f07-ab18-60270bddf1dc,97.0,21.2,29.705891671518632,11.989401516734269,0,0.0195232,0.020209177196058282
2018/2019,2019-02-23,1,00:24:19.361,Barcelona,Arturo Erasmo Vidal Pardo,Regular Play,0,Head,Open Play,Normal,0,0,0,6d6b7891-d0cd-4f73-9fe6-71836b0976cd,107.8,43.9,12.808200498118383,33.39433843649612,0,0.04777013,0.12018360006380235
2018/2019,2019-02-23,1,00:25:42.069,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Foot,Open Play,Volley,1,0,0,12ba63a9-6917-4a0f-ab99-976106889206,105.4,40.9,14.627713423498554,30.54011107230844,1,0.090879396,0.18076951747077225
2018/2019,2019-02-23,1,00:43:40.839,Barcelona,Philippe Coutinho Correia,From Free Kick,0,Foot,Open Play,Normal,0,0,0,1064d870-9e87-487c-838b-495cb071c59e,102.3,31.9,19.465353837010003,21.315238728634466,0,0.036135192999999996,0.10137522940204713
2018/2019,2019-02-23,2,00:07:46.871,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Half Volley,1,0,0,0fa08dec-d999-46a8-be5b-b0ea569269fd,109.8,40.7,10.223991392797632,42.66742863175535,0,0.32026207,0.3093004656495476
2018/2019,2019-02-23,2,00:09:48.374,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,9afe324e-b55b-4eed-aed3-57631fd43aa3,104.9,25.1,21.213674834879495,15.553383963983546,0,0.035313103,0.03587896656138016
2018/2019,2019-02-23,2,00:13:18.723,Barcelona,Ivan Rakitić,From Throw In,0,Foot,Open Play,Normal,0,0,0,4a2392b8-353f-486c-9c50-77831d8c456f,93.6,50.2,28.30194339616982,15.058541157428902,0,0.023402903,0.028204293191174273
2018/2019,2019-02-23,2,00:19:07.638,Barcelona,Luis Alberto Suárez Díaz,From Free Kick,0,Foot,Open Play,Lob,1,0,0,,108.8,55.9,19.448650338776726,13.89287398220541,0,0.024296025,0.08832371666093058
2018/2019,2019-02-23,2,00:21:50.607,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,c8442902-1c8e-4a2e-bc90-d066ad65998a,103.8,45.0,16.954055562018194,25.522309515186247,1,0.062157743,0.21014105330720517
2018/2019,2019-02-23,2,00:25:53.804,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,6f82683b-4ab6-4f54-a101-b46711c427be,101.6,56.2,24.515301344262532,14.123781178099826,0,0.029281257,0.03415772673081471
2018/2019,2019-02-23,2,00:32:44.172,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Foot,Open Play,Normal,0,0,0,,97.9,37.7,22.219360926903356,20.309853932135038,0,0.057157293,0.08535077825400406
2018/2019,2019-02-23,2,00:33:45.377,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Foot,Open Play,Overhead Kick,1,0,0,,100.8,33.3,20.33543704964317,21.12583071586607,0,0.032253806,0.05520272862574767
2018/2019,2019-02-23,2,00:37:05.021,Barcelona,Carles Aleña Castillo,From Corner,0,Foot,Open Play,Volley,1,0,0,,97.1,38.7,22.936869882353182,19.75551055578191,0,0.04021324,0.04388620201510341
2018/2019,2019-02-23,2,00:39:16.042,Barcelona,Carles Aleña Castillo,From Keeper,0,Foot,Open Play,Normal,0,0,0,c325a8d2-cc0c-4efc-9e07-629d2b73dd45,97.9,45.7,22.823233776132604,19.298638867521614,0,0.07636415,0.08406872697195276
2018/2019,2019-02-23,2,00:39:17.900,Barcelona,Lionel Andrés Messi Cuccittini,From Keeper,0,Foot,Open Play,Lob,1,0,0,,111.2,36.1,9.625487000666508,42.56624804973191,1,0.42804393,0.3093004656495476
2018/2019,2019-02-23,2,00:47:31.455,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Lob,1,0,0,dcdc0602-9dc2-4b12-a9a4-0be4c19177d8,105.7,34.2,15.431461369552784,27.249089218548974,1,0.3789708,0.4121795865286685
2018/2019,2018-09-02,1,00:15:12.313,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Foot,Open Play,Normal,0,0,0,085142de-46cb-468a-b246-5fbb44d130ac,110.8,51.3,14.571547618561315,20.54996843327376,1,0.1203083,0.13316439850015688
2018/2019,2018-09-02,1,00:18:25.503,Barcelona,Ivan Rakitić,Regular Play,0,Foot,Open Play,Normal,0,0,0,393c4d7a-e272-411b-97fa-a0abe85d27a3,89.3,48.2,31.776248991975127,13.882433126432051,0,0.02169341,0.028204293191174273
2018/2019,2018-09-02,1,00:20:48.059,Barcelona,Lionel Andrés Messi Cuccittini,From Counter,0,Head,Open Play,Normal,0,0,0,adb3e429-9dc8-4ac3-93c6-489901a2734d,111.9,35.5,9.266067126888297,42.84805948955358,0,0.1015918,0.12460435399760653
2018/2019,2018-09-02,1,00:22:31.451,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,ccbbb857-a1f3-4ece-8d9c-edeee083df76,94.7,35.6,25.679758565843247,17.461195670951025,0,0.028402079,0.0739549627405415
2018/2019,2018-09-02,1,00:23:34.525,Barcelona,Philippe Coutinho Correia,From Throw In,0,Foot,Open Play,Normal,0,0,0,71b1d4e3-efbb-4ad3-9e7b-5fec3dcb6129,96.3,39.6,23.70337528707673,19.154577203164436,0,0.056003265,0.08535077825400406
2018/2019,2018-09-02,1,00:27:52.676,Barcelona,Sergi Roberto Carnicer,From Throw In,0,Foot,Open Play,Normal,0,1,0,a4bd714a-ff4a-44f8-b762-65968a5214d1,117.1,51.5,11.86001686339442,10.542489663634084,0,0.07627569,0.12018360006380235
2018/2019,2018-09-02,1,00:28:17.762,Barcelona,Ousmane Dembélé,From Corner,0,Foot,Open Play,Normal,0,0,0,221c8e16-ab97-4040-bcd5-3665c3245c44,103.9,51.7,19.902261178067178,18.719371205658494,0,0.042654607000000004,0.052352553430221424
2018/2019,2018-09-02,1,00:34:46.628,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,89.1,46.9,31.66101703988677,14.068766206615749,0,0.034770057,0.05920210615453696
2018/2019,2018-09-02,1,00:38:01.809,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Foot,Open Play,Normal,0,0,0,4d5d9d71-b068-4687-921e-80e193decaaf,112.0,54.9,16.911830178901393,13.334630108344747,0,0.030285917000000002,0.03587896656138016
2018/2019,2018-09-02,1,00:38:03.372,Barcelona,Gerard Piqué Bernabéu,From Corner,0,Head,Open Play,Normal,0,0,0,,118.5,34.7,5.508175741568162,39.92326973425322,0,0.14184639,0.16228702487704144
2018/2019,2018-09-02,1,00:38:07.433,Barcelona,Gerard Piqué Bernabéu,From Corner,0,Foot,Open Play,Normal,0,1,0,,116.9,32.5,8.115417426109389,26.445416732617712,0,0.12749971,0.27060814486797735
2018/2019,2018-09-02,1,00:38:51.164,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,1,0,0,3bafaf70-523d-4ecc-a437-f5b811680882,114.3,35.3,7.387827826905554,49.76702137452529,1,0.45944129999999994,0.5562230576441103
2018/2019,2018-09-02,1,00:43:44.852,Barcelona,Philippe Coutinho Correia,From Kick Off,0,Foot,Open Play,Normal,0,0,0,688bde2e-7098-4225-a9e9-c2a4ee1c339e,112.9,28.4,13.600367642089678,18.580294459780134,0,0.06685649,0.15812790867010298
2018/2019,2018-09-02,1,00:44:23.065,Barcelona,Philippe Coutinho Correia,From Throw In,0,Foot,Open Play,Normal,0,0,0,,94.2,43.4,26.02306669091865,17.33626033975126,0,0.026419152999999997,0.05966970251207639
2018/2019,2018-09-02,2,00:01:12.276,Barcelona,Lionel Andrés Messi Cuccittini,From Kick Off,0,Foot,Open Play,Half Volley,0,1,0,98f7f134-685a-4107-825f-59817b14f930,117.6,49.2,9.507891459203774,14.470294100065866,0,0.12577080000000002,0.13084222248713068
2018/2019,2018-09-02,2,00:02:42.659,Barcelona,Ousmane Dembélé,From Goal Kick,0,Foot,Open Play,Normal,0,0,0,c4e8da0d-9ed0-43a5-82b2-945ab30de858,108.8,28.5,16.05272562526377,20.34089307575193,1,0.07741139,0.12018360006380235
2018/2019,2018-09-02,2,00:05:15.886,Barcelona,Luis Alberto Suárez Díaz,From Counter,1,Foot,Open Play,Normal,0,1,0,4ca8e9b8-04ad-4826-ba9a-522f33270cd0,112.6,28.0,14.09822683886169,17.948284056479718,0,0.26660585,0.19151055812825435
2018/2019,2018-09-02,2,00:06:12.409,Barcelona,Ivan Rakitić,From Corner,0,Foot,Open Play,Half Volley,1,0,0,dcfb3115-fb49-4fa1-8873-f63553e6ef45,109.7,57.5,20.30615670184784,11.744618144504239,1,0.046865699999999996,0.028402331047361472
2018/2019,2018-09-02,2,00:08:34.830,Barcelona,Sergi Roberto Carnicer,From Throw In,0,Foot,Open Play,Half Volley,1,0,0,,110.9,45.6,10.68503626573162,36.559550104679936,0,0.24203004,0.287479802621988
2018/2019,2018-09-02,2,00:11:27.518,Barcelona,Philippe Coutinho Correia,From Free Kick,0,Foot,Open Play,Normal,0,1,0,3cf4cd10-273e-4c2a-ba33-0f8ace0fc40f,107.1,35.1,13.799275343292491,30.611753379133855,0,0.38798649999999996,0.2892039405530225
2018/2019,2018-09-02,2,00:14:02.758,Barcelona,Philippe Coutinho Correia,Regular Play,0,Foot,Open Play,Normal,0,0,0,143c68a1-c102-414c-a4ce-c6a84abb8bc2,96.6,33.3,24.34029580756981,17.991012948933534,0,0.02886755,0.0739549627405415
2018/2019,2018-09-02,2,00:14:42.977,Barcelona,Gerard Piqué Bernabéu,From Corner,0,Head,Open Play,Normal,0,0,0,4d0e8467-3485-40af-9925-9804b13e7c14,114.4,38.4,5.824087911424409,68.19859051364824,0,0.34475145,0.22551426221551693
2018/2019,2018-09-02,2,00:15:40.719,Barcelona,Lionel Andrés Messi Cuccittini,From Keeper,0,Foot,Open Play,Normal,0,0,0,b2de0c77-1065-426c-a76a-7d20da381272,103.8,35.2,16.896153408394472,25.68412171594747,1,0.42384946,0.16963627110819723
2018/2019,2018-09-02,2,00:18:46.697,Barcelona,Ivan Rakitić,From Free Kick,0,Foot,Open Play,Normal,0,0,0,3797a0fc-d80c-435c-9b0a-7929237e6bb1,91.3,41.3,28.729427422070216,15.837256543500436,0,0.025973916,0.03587896656138016
2018/2019,2018-09-02,2,00:32:23.609,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,96.2,47.5,24.953757232128392,17.423635030783352,0,0.091666594,0.1208777736170312
2018/2019,2018-09-02,2,00:35:51.204,Barcelona,Jordi Alba Ramos,Regular Play,0,Foot,Open Play,Normal,1,0,0,8706ce8e-cc9d-42c2-91b9-f8a68925ab68,111.7,30.9,12.316655390161731,26.073181198571525,1,0.40701,0.2242288811881365
2018/2019,2018-09-02,2,00:41:13.200,Barcelona,Arturo Erasmo Vidal Pardo,Regular Play,0,Foot,Open Play,Half Volley,0,0,0,1c4e44c7-7f43-4412-904f-f17c67d75dfb,100.0,47.3,21.290608258102914,20.097063178632634,0,0.05358443,0.0739549627405415
2018/2019,2018-09-02,2,00:44:04.184,Barcelona,Luis Alberto Suárez Díaz,From Keeper,0,Head,Open Play,Diving Header,0,0,0,a4c9cce0-594e-4e85-b539-03e7d87ec209,112.2,48.6,11.610340218959994,27.710814015253096,0,0.12231804,0.12365126704733187
2018/2019,2018-09-02,2,00:47:05.776,Barcelona,Luis Alberto Suárez Díaz,Other,0,Foot,Penalty,Normal,0,0,0,,108.1,40.1,11.900420160649796,37.156345075648375,1,0.76,0.842885872297637
2018/2019,2018-08-18,1,00:02:29.094,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Half Volley,1,0,0,b96db2cb-9123-4596-9bfc-537a645c5991,111.7,51.7,14.345033983926283,19.283859931874485,0,0.09547977,0.11666899744415953
2018/2019,2018-08-18,1,00:05:39.239,Barcelona,Jordi Alba Ramos,Regular Play,0,Foot,Open Play,Volley,1,0,0,b8404e6a-e89e-40fd-8a15-e91c7b460157,114.0,27.0,14.31782106327635,14.250032697803595,0,0.04792399,0.08297198058108875
2018/2019,2018-08-18,1,00:15:28.625,Barcelona,Lionel Andrés Messi Cuccittini,From Keeper,0,Foot,Open Play,Normal,0,0,0,,92.0,34.5,28.53506614676055,15.674854944066832,0,0.018476848,0.029925533021739725
2018/2019,2018-08-18,1,00:18:15.914,Barcelona,Luis Alberto Suárez Díaz,From Corner,0,Foot,Open Play,Normal,0,0,0,,107.0,25.0,19.849433241279208,15.383296966881339,0,0.036229447000000005,0.028204293191174273
2018/2019,2018-08-18,1,00:30:42.287,Barcelona,Ousmane Dembélé,Regular Play,1,Foot,Open Play,Half Volley,1,0,0,eb4ecaf2-ba21-4e1e-9a0a-2033f27d47bb,108.1,27.4,17.33118576439593,18.509263940637968,0,0.08145846,0.09952022166468644
2018/2019,2018-08-18,1,00:35:04.861,Barcelona,Ivan Rakitić,From Corner,1,Head,Open Play,Normal,0,0,0,d0f71fc6-8e6c-42ff-b74f-c4fd6924d468,112.0,43.7,8.814193099768127,46.05289483644547,0,0.09140693400000001,0.06777095067417649
2018/2019,2018-08-18,1,00:37:28.168,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,97.0,54.0,26.925824035672523,14.548476855874007,0,0.09444674,0.09759013868376575
