season,match_date,period,timestamp,team,player,play_pattern,under_pressure,body_part,type,technique,first_time,one_on_one,open_goal,key_pass_id,start_location_x,start_location_y,distance,angle,goal,statsbomb_xg
2004/2005,2005-04-17,1,00:06:55.124,Barcelona,Anderson Luís de Souza,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,c17bb712-b013-4d1d-bef7-25f60c2f9e12,100.6,52.4,23.02433495239331,16.797755108334073,0,0.060425624
2004/2005,2005-04-17,1,00:09:33.864,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,88.5,42.8,31.62419959461425,14.3633230902044,0,0.066289976
2004/2005,2005-04-17,1,00:29:30.642,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,97.5,44.3,22.90720410700529,19.484558901157946,1,0.103113316
2004/2005,2005-04-17,1,00:32:09.719,Barcelona,Andrés Iniesta Luján,From Corner,1,Right Foot,Open Play,Normal,1,0,0,e20a4cd4-c0c8-4e0b-99aa-ac5474ce3ce0,102.7,51.7,20.88492279133442,18.230985981988727,0,0.048295256
2004/2005,2005-04-17,1,00:32:32.712,Barcelona,Rafael Márquez Álvarez,From Corner,0,Head,Open Play,Diving Header,0,0,0,98bc8603-756a-4078-96ad-d75c79856620,112.8,32.4,10.469001862641923,31.607502246248906,0,0.06470725
2004/2005,2005-04-17,1,00:41:17.845,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,91.0,43.1,29.165219011692677,15.53455546048659,0,0.044817824
2004/2005,2005-04-17,1,00:41:43.111,Barcelona,Giovanni van Bronckhorst,From Corner,0,Left Foot,Open Play,Half Volley,1,0,0,,81.6,38.0,38.45204805988883,11.862120370502415,0,0.0067926534
2004/2005,2005-04-17,2,00:01:56.393,Barcelona,Ludovic Giuly,Regular Play,1,Left Foot,Open Play,Normal,1,0,0,,103.4,50.1,19.431160541768982,20.16763294487504,0,0.086761154
2004/2005,2005-04-17,2,00:04:58.978,Barcelona,Xavier Hernández Creus,From Corner,1,Right Foot,Open Play,Normal,0,0,0,382fc0b0-31ea-405d-bbf2-c2b1d09f8992,101.2,18.8,28.33513719747974,10.82069720688828,0,0.015094107
2004/2005,2005-04-17,2,00:10:37.381,Barcelona,Ludovic Giuly,From Goal Kick,0,Right Foot,Open Play,Normal,1,0,0,8cb0d2f1-3a60-4045-aa13-04ee7029fd0e,110.5,50.7,14.308738588708652,21.933183794827173,1,0.48375311
2004/2005,2005-04-17,2,00:19:01.544,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,3a74600b-8305-4ea8-b90c-0c829ceeebb5,93.8,40.1,26.20019083899963,17.36059346753416,0,0.042606167
2004/2005,2005-04-17,2,00:21:24.191,Barcelona,Maximiliano Gastón López,Regular Play,0,Head,Open Play,Normal,0,1,0,0521bc98-e11e-495c-a34b-0a5dc5d605b0,110.1,40.2,9.902019995940229,43.98743583646762,0,0.11735919
2004/2005,2005-04-17,2,00:29:13.933,Barcelona,Xavier Hernández Creus,From Corner,0,Right Foot,Open Play,Volley,1,0,0,,93.7,48.5,27.639464538952268,15.711610467072228,0,0.013930169
2004/2005,2005-04-17,2,00:30:13.026,Barcelona,Andrés Iniesta Luján,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,2b844dd4-56f2-4eeb-bd0b-8ebe31bd9a25,109.9,47.4,12.520782723136756,29.855217755184153,0,0.10066597
2004/2005,2005-04-17,2,00:34:11.841,Barcelona,Maximiliano Gastón López,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,0a395409-26b5-4938-bc90-cb15d9fc9b5d,99.2,34.9,21.416115427406528,20.60213254837684,0,0.053241998
2005/2006,2005-10-26,1,00:00:55.391,Barcelona,"Samuel Eto""o Fils",Regular Play,0,Right Foot,Open Play,Normal,0,0,0,cc5734ce-06fe-4a66-a0d4-85356ed8cca5,88.6,66.6,41.15239968701704,8.516468389144444,0,0.023222232
2005/2006,2005-10-26,1,00:04:23.923,Barcelona,Xavier Hernández Creus,From Throw In,0,Right Foot,Open Play,Half Volley,1,0,0,d9afee8a-e7da-4263-913a-fcab98513f4a,109.5,35.6,11.384638773364747,36.478166850538614,0,0.34196237
2005/2006,2005-10-26,1,00:07:49.730,Barcelona,Ludovic Giuly,From Counter,0,Right Foot,Open Play,Normal,0,1,0,142e9f71-c035-4500-8e2f-78ebe911561d,110.0,56.4,19.20833152566875,12.770583803423895,0,0.03221834
2005/2006,2005-10-26,1,00:11:56.153,Barcelona,"Samuel Eto""o Fils",Regular Play,0,Right Foot,Open Play,Normal,0,0,0,4fff249f-7a28-40a0-97e4-0d31320f28e7,103.5,32.7,18.042727066604982,23.095301813642685,0,0.08058282
2005/2006,2005-10-26,1,00:15:04.823,Barcelona,"Samuel Eto""o Fils",From Throw In,0,Right Foot,Open Play,Normal,0,0,0,,100.2,59.2,27.58042784294689,12.008346096724992,0,0.019973127
2005/2006,2005-10-26,1,00:22:01.285,Barcelona,Mark van Bommel,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,12b25de9-a058-40d3-87d8-f5c1e9b4465e,83.6,42.9,36.515339242570384,12.46459674613237,0,0.010620366
2005/2006,2005-10-26,1,00:23:44.713,Barcelona,"Samuel Eto""o Fils",Regular Play,0,Right Foot,Open Play,Half Volley,1,0,0,f651b0cf-2f2c-4874-ad06-c94945158f1c,113.2,46.3,9.269843580125823,37.88008835638795,0,0.34902048
2005/2006,2005-10-26,1,00:29:01.514,Barcelona,Ludovic Giuly,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,,105.3,45.5,15.695222202950811,27.046566935514125,0,0.09484866
2005/2006,2005-10-26,1,00:30:17.415,Barcelona,"Samuel Eto""o Fils",Regular Play,0,Right Foot,Open Play,Normal,0,0,0,18f3b77a-e29d-4b57-8d9c-38d985463591,102.5,55.7,23.51042322035059,14.618961959451836,0,0.034279637
2005/2006,2005-10-26,1,00:30:38.576,Barcelona,Rafael Márquez Álvarez,From Corner,1,Head,Open Play,Normal,0,0,0,51dbafe7-5445-4826-bf16-b7657618a25a,108.3,37.1,12.054044964243333,35.90070059546982,0,0.018956494
2005/2006,2005-10-26,1,00:31:13.233,Barcelona,Mark van Bommel,From Keeper,0,Right Foot,Open Play,Normal,0,0,0,efc2cc2a-d1a0-49aa-801f-cb9f91677537,92.2,31.5,29.070431713340614,15.01586056077658,0,0.027790688
2005/2006,2005-10-26,1,00:34:14.539,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,f205ef75-a5ce-4769-9f27-6b2122df913f,115.7,51.5,12.277621919573837,14.32204047216242,0,0.04940258
2005/2006,2005-10-26,1,00:35:37.277,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,87.9,49.5,33.4762602451349,13.08708679193718,0,0.016153395
2005/2006,2005-10-26,1,00:38:42.398,Barcelona,Ludovic Giuly,From Free Kick,0,Left Foot,Open Play,Volley,1,0,0,,108.5,54.6,18.585209172887996,15.604368688619502,0,0.040850207
2005/2006,2005-10-26,1,00:39:11.283,Barcelona,Sylvio Mendes Campos Junior,From Corner,0,Left Foot,Open Play,Normal,0,0,0,,100.9,26.7,23.27444951013879,16.20703833943724,0,0.022932773
2005/2006,2005-10-26,1,00:44:42.778,Barcelona,Xavier Hernández Creus,From Corner,0,Right Foot,Open Play,Volley,1,0,0,,93.6,53.1,29.47151166804988,13.913313747561888,0,0.008839448
2005/2006,2005-10-26,2,00:02:49.359,Barcelona,Andrés Iniesta Luján,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,6657bafa-7da3-4970-bd48-04d361c3f103,101.5,32.8,19.851700179077863,21.377421381964094,0,0.15077095
2005/2006,2005-10-26,2,00:03:26.068,Barcelona,Mark van Bommel,From Corner,0,Right Foot,Open Play,Normal,1,0,0,,111.0,30.8,12.870120434556934,25.694755595181967,0,0.06015319
2005/2006,2005-10-26,2,00:05:07.158,Barcelona,Mark van Bommel,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,72cb6628-9edd-4a22-b639-87f990b072f5,96.7,62.1,32.11385993617086,10.403143452705322,0,0.0127162775
2005/2006,2005-10-26,2,00:06:32.139,Barcelona,Ludovic Giuly,From Corner,0,Right Foot,Open Play,Half Volley,0,0,0,,89.8,49.8,31.75027558935513,13.68675051572859,0,0.012123059
2005/2006,2005-10-26,2,00:08:45.512,Barcelona,Ronaldo de Assis Moreira,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,47e88220-9331-4ea7-9a68-d3ba753fa93d,95.7,49.4,26.054750046776498,16.34530625695213,0,0.058080446
2005/2006,2005-10-26,2,00:09:16.727,Barcelona,"Samuel Eto""o Fils",From Throw In,0,Right Foot,Open Play,Half Volley,0,0,0,204cbe9c-6c61-4317-9c49-ccd12536b36c,89.4,17.8,37.80476160485607,9.827476060672474,0,0.020484852
2005/2006,2005-10-26,2,00:10:59.454,Barcelona,Andrés Iniesta Luján,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,,87.7,43.4,32.47845439672275,13.968092962560219,0,0.016604183
2005/2006,2005-10-26,2,00:11:03.484,Barcelona,Mark van Bommel,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,,116.7,46.4,7.200694410957873,36.3679932782324,0,0.36679274
2005/2006,2005-10-26,2,00:13:22.981,Barcelona,José Edmílson Gomes de Moraes,From Free Kick,0,Right Foot,Open Play,Volley,1,0,0,948cc567-6cff-4765-9fd0-93e5740a9664,108.9,38.1,11.261438629233828,38.70517606738372,0,0.05866195
2005/2006,2005-10-26,2,00:18:55.072,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,95.5,22.6,30.050124791754193,12.460258781701206,0,0.02147275
2005/2006,2005-10-26,2,00:20:07.103,Barcelona,"Samuel Eto""o Fils",From Throw In,0,Right Foot,Open Play,Normal,0,0,0,,93.3,33.4,27.503636123247418,16.09143453892825,0,0.024804054
2005/2006,2005-10-26,2,00:22:00.180,Barcelona,"Samuel Eto""o Fils",Regular Play,0,Left Foot,Open Play,Normal,0,0,0,b71e5a96-65c7-4316-b436-c6b9373ca2ab,98.1,35.0,22.463525992150036,19.726218363398687,0,0.07937146
2005/2006,2005-10-26,2,00:24:10.950,Barcelona,"Samuel Eto""o Fils",Regular Play,0,Right Foot,Open Play,Normal,0,0,0,22fee854-ee58-42ff-b295-9b98d95f6e32,95.8,46.8,25.1372233947984,17.45038154769128,0,0.044533145
2005/2006,2005-10-26,2,00:26:10.984,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,ef0bdebc-3af2-4489-8365-d424cd488acb,102.0,39.8,18.001111076819676,25.05476084631861,0,0.095331825
2005/2006,2005-10-26,2,00:26:53.373,Barcelona,Henrik Larsson,From Corner,1,Head,Open Play,Normal,0,0,0,d646e52a-820f-43e5-93bb-6b62defd0331,109.3,40.6,10.716809226630847,40.89120487046261,0,0.02943276
2005/2006,2005-10-26,2,00:26:53.875,Barcelona,Oleguer Presas Renom,From Corner,0,Head,Open Play,Normal,0,0,0,,113.2,45.6,8.809086218218095,41.44826664517961,0,0.15346488
2005/2006,2005-10-26,2,00:31:50.353,Barcelona,José Edmílson Gomes de Moraes,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,c7f616ee-bd00-4d97-b9bc-33f40f025f57,92.3,38.0,27.77210831031739,16.351542876146876,0,0.028669689
2005/2006,2005-10-26,2,00:35:09.903,Barcelona,Ronaldo de Assis Moreira,Other,0,Right Foot,Penalty,Normal,0,1,0,,108.0,40.1,12.000416659433121,36.86774916153752,1,0.76
2005/2006,2005-10-26,2,00:42:50.949,Barcelona,Henrik Larsson,Regular Play,0,Right Foot,Open Play,Lob,0,0,0,9d7a084f-1cc3-41eb-bd6a-eee6bdf1830b,107.6,26.4,18.40434731252375,17.086758576932496,1,0.29105312
2005/2006,2005-10-26,2,00:47:18.852,Barcelona,Henrik Larsson,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,28d3c4d4-3acd-4681-ab05-30c2441c47c4,106.6,58.0,22.440142602042442,12.400334235602797,0,0.021241453
2005/2006,2006-02-18,1,00:08:55.726,Barcelona,Andrés Iniesta Luján,From Throw In,1,Right Foot,Open Play,Normal,0,0,0,e7d91e2d-e024-4062-94e2-9583cb5f0bfb,90.1,43.5,30.10415253748227,15.039356858813738,0,0.019421281
2005/2006,2006-02-18,1,00:16:35.986,Barcelona,Henrik Larsson,Regular Play,0,Right Foot,Open Play,Normal,1,0,1,90fc394b-adf5-446b-97e9-5e02544b2c90,115.0,37.7,5.503635162326804,70.34073173138303,1,0.83195424
2005/2006,2006-02-18,1,00:19:02.586,Barcelona,Juliano Haus Belletti,From Throw In,0,Right Foot,Open Play,Half Volley,0,0,0,,88.9,50.7,32.88920795641026,13.140990404224542,0,0.016299205
2005/2006,2006-02-18,1,00:19:41.353,Barcelona,"Samuel Eto""o Fils",Regular Play,0,Left Foot,Open Play,Half Volley,0,0,0,,93.7,22.8,31.424990055686568,12.219592793220064,0,0.025807913
2005/2006,2006-02-18,1,00:22:52.933,Barcelona,Henrik Larsson,From Free Kick,0,Head,Open Play,Diving Header,0,0,0,fbb13849-b2c4-4c6f-89d0-c820c64a8d1c,113.2,44.1,7.9404030124421245,49.14380951049508,0,0.4400175
2005/2006,2006-02-18,1,00:24:38.307,Barcelona,"Samuel Eto""o Fils",From Free Kick,0,Right Foot,Open Play,Half Volley,1,0,0,6f1824d4-50c3-4a09-b286-16520234f0cf,112.7,47.7,10.61037228376083,31.160516830924312,0,0.30761385
2005/2006,2006-02-18,1,00:32:17.194,Barcelona,"Samuel Eto""o Fils",From Goal Kick,0,Right Foot,Open Play,Normal,0,0,0,da04ee75-57d5-45d4-834f-84796f0b4097,109.4,28.9,15.34828980701107,21.117029947522045,0,0.16437995
2005/2006,2006-02-18,1,00:33:00.680,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,87.2,37.2,32.919295253695815,13.807724875711392,0,0.032060042
2005/2006,2006-02-18,1,00:43:24.220,Barcelona,Henrik Larsson,Regular Play,0,Head,Open Play,Normal,0,0,0,16be2e46-07cf-41e1-8504-5ebfab75c885,113.6,40.2,6.403124237432854,63.97461053564929,0,0.26745874
2005/2006,2006-02-18,1,00:44:03.182,Barcelona,"Samuel Eto""o Fils",From Corner,0,Right Foot,Open Play,Volley,0,1,0,0759543a-9caf-40ec-ac73-dda17e7b9d56,114.0,36.1,7.156116265125937,53.7384007803376,0,0.31201118
2005/2006,2006-02-18,2,00:13:08.451,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,388c42b5-8a5f-4491-a413-e71b9e0e8939,92.9,22.6,32.205123815939594,11.98623593878974,1,0.034087785
2005/2006,2006-02-18,2,00:26:29.689,Barcelona,Thiago Motta,From Free Kick,0,Left Foot,Open Play,Normal,0,0,0,d3b17989-b796-4da6-899e-54df99862d61,97.9,30.2,24.175400720567172,17.27680123480457,0,0.03165304
2005/2006,2006-02-18,2,00:37:28.382,Barcelona,Anderson Luís de Souza,From Corner,0,Right Foot,Open Play,Normal,0,0,0,78309bba-b21a-4b91-8a33-e8031377bc06,95.1,23.4,29.926075586351118,12.760758932214618,0,0.01656648
2005/2006,2006-02-18,2,00:38:35.323,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,,108.7,30.9,14.508618128546908,24.928132940897502,0,0.2882548
2005/2006,2006-02-18,2,00:38:37.097,Barcelona,Lionel Andrés Messi Cuccittini,From Counter,0,Left Foot,Open Play,Normal,1,0,0,,117.2,32.7,7.818567643756747,26.397222727196056,1,0.3377945
2005/2006,2006-02-18,2,00:40:58.785,Barcelona,Anderson Luís de Souza,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,f80c0083-6ab1-45e1-bbf3-a9ba9ab3a713,97.7,52.2,25.419087316424243,15.807676037786115,0,0.030172022
2005/2006,2006-02-18,2,00:43:47.194,Barcelona,"Samuel Eto""o Fils",From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,89.4,54.2,33.734255586866,12.308015817427954,0,0.023326319
2005/2006,2005-10-01,1,00:01:30.509,Barcelona,Ronaldo de Assis Moreira,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,b9f1ed5f-599d-4ec4-943e-8300d4ff0bed,97.3,25.6,26.882150211618118,14.412407083036793,0,0.030546544
2005/2006,2005-10-01,1,00:12:06.169,Barcelona,Juliano Haus Belletti,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,b88156c7-a596-4e03-b473-0b19bcf85cb3,95.3,59.2,31.284660778087403,11.598852818487345,0,0.015458363
2005/2006,2005-10-01,1,00:15:39.353,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,95.5,32.3,25.6815108589818,16.938920200522293,0,0.06000295
2005/2006,2005-10-01,1,00:19:55.042,Barcelona,"Samuel Eto""o Fils",From Goal Kick,0,Right Foot,Open Play,Normal,1,0,0,,112.8,50.3,12.567020331009255,22.088979996606373,0,0.2554476
2005/2006,2005-10-01,1,00:32:28.589,Barcelona,Anderson Luís de Souza,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,48df66b0-2303-44c5-b937-9a271d00fee8,92.7,48.3,28.533839559372304,15.302849082636804,0,0.027719893
2005/2006,2005-10-01,1,00:33:45.686,Barcelona,Ludovic Giuly,From Corner,0,Right Foot,Open Play,Volley,1,0,0,,103.8,57.6,23.92070233082633,13.11643612539148,0,0.021057213
2005/2006,2005-10-01,2,00:01:25.474,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,,97.9,24.1,27.225355828712317,13.700777094299177,0,0.05388423
2005/2006,2005-10-01,2,00:05:36.802,Barcelona,Ludovic Giuly,From Throw In,0,Right Foot,Open Play,Normal,1,0,0,454d02c5-ae7e-43d5-90c6-52f3f7d4507c,112.7,52.6,14.56193668438371,16.587909689952486,0,0.23197824
2005/2006,2005-10-01,2,00:10:08.406,Barcelona,Anderson Luís de Souza,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,52219fdc-04b5-46b9-a355-ca596c96e6d8,105.6,46.4,15.758172482873771,26.375330746252672,0,0.0952191
2005/2006,2005-10-01,2,00:12:54.500,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,92.1,54.2,31.305750270517404,13.035628363726497,0,0.02609096
2005/2006,2005-10-01,2,00:12:56.011,Barcelona,Giovanni van Bronckhorst,From Free Kick,0,Left Foot,Open Play,Volley,1,0,0,,91.9,42.1,28.178360491696456,16.116046389782312,0,0.017298158
2005/2006,2005-10-01,2,00:18:45.328,Barcelona,Mark van Bommel,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,d9602705-d5aa-4e0f-bc9a-b7579193bf96,98.3,51.1,24.374166652421167,16.714700583419084,0,0.07074918
2005/2006,2005-10-01,2,00:21:49.416,Barcelona,Juliano Haus Belletti,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,,85.2,54.6,37.7385744298854,11.18312015163331,0,0.007837128
2005/2006,2005-10-01,2,00:29:23.291,Barcelona,Ronaldo de Assis Moreira,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,95.0,38.9,25.02418829852429,18.146868286712593,0,0.09448268
2005/2006,2005-10-01,2,00:33:40.145,Barcelona,Ronaldo de Assis Moreira,Other,0,Right Foot,Penalty,Normal,0,0,0,,108.4,40.1,11.600431026474828,38.048866611618784,1,0.76
2005/2006,2005-10-01,2,00:37:33.859,Barcelona,Henrik Larsson,From Throw In,0,Right Foot,Open Play,Normal,1,0,0,f5860cbb-cb97-412b-9e07-d6721fcca035,107.6,42.7,12.690547663517133,34.36830645664523,0,0.4971457
2005/2006,2005-10-01,2,00:38:36.950,Barcelona,Giovanni van Bronckhorst,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,0ceec6b6-1d00-4ed3-9b17-3343201d515f,111.1,25.0,17.441616897524153,13.876626051258993,0,0.057537504
2005/2006,2005-10-01,2,00:38:40.488,Barcelona,Ronaldo de Assis Moreira,From Throw In,0,Left Foot,Open Play,Normal,1,0,0,,94.5,31.8,26.786003807959112,16.21493593964998,0,0.025881505
2005/2006,2005-10-01,2,00:39:48.370,Barcelona,"Samuel Eto""o Fils",Regular Play,0,Right Foot,Open Play,Half Volley,1,0,0,b21de9ae-d7e1-4eab-91f6-384fc19454a3,108.6,37.9,11.591807451817,37.6130107962005,0,0.41699755
2005/2006,2005-10-01,2,00:42:15.909,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,,94.4,52.2,28.358420266298328,14.565228069439367,0,0.017486341
2005/2006,2005-10-01,2,00:43:06.282,Barcelona,"Samuel Eto""o Fils",From Counter,0,Right Foot,Open Play,Normal,0,1,1,,111.5,44.6,9.664884893261792,41.297348597632,1,0.92123526
2005/2006,2005-12-17,1,00:14:52.797,Barcelona,"Samuel Eto""o Fils",From Free Kick,0,Right Foot,Open Play,Volley,0,0,0,1d49f7a8-f4bd-4b1e-bd26-6d2ab63846f0,102.1,40.4,17.904468715937934,25.18155173292088,0,0.041142438
2005/2006,2005-12-17,1,00:29:54.317,Barcelona,Anderson Luís de Souza,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,,89.9,23.9,34.1353189526625,11.834172934747116,0,0.018041775
2005/2006,2005-12-17,1,00:31:51.338,Barcelona,Ludovic Giuly,From Counter,0,Right Foot,Open Play,Lob,1,0,0,8fac3278-25bd-4243-a6d1-4c9816658cd4,108.6,50.9,15.772444325468392,21.39539827938522,1,0.4192951
2005/2006,2005-12-17,1,00:34:00.821,Barcelona,Ludovic Giuly,From Free Kick,0,Right Foot,Open Play,Half Volley,1,0,0,2c37cf05-c634-451f-9550-3c5385df7ce9,102.0,51.2,21.200000000000003,18.377824435555542,0,0.1538245
2005/2006,2005-12-17,1,00:47:01.466,Barcelona,"Samuel Eto""o Fils",Other,0,Right Foot,Penalty,Normal,0,0,0,,108.3,40.0,11.700000000000003,37.749099516406645,1,0.76
2005/2006,2005-12-17,2,00:03:11.276,Barcelona,"Samuel Eto""o Fils",From Throw In,0,Right Foot,Open Play,Normal,1,0,0,235138f6-942e-4e74-ad48-a35121a74640,105.0,39.3,15.016324450410627,29.804931413005786,0,0.06258233
2005/2006,2005-12-17,2,00:03:15.860,Barcelona,"Samuel Eto""o Fils",From Throw In,0,Right Foot,Open Play,Normal,1,0,0,4e6d5c99-ec80-445d-b580-cebf22f730cc,113.2,46.6,9.476286192385706,36.39494351171542,1,0.21226463
2005/2006,2005-12-17,2,00:11:30.691,Barcelona,"Samuel Eto""o Fils",From Throw In,0,Right Foot,Open Play,Normal,0,0,0,,105.4,26.3,20.021238722916216,16.882774586886043,0,0.041463457
2005/2006,2005-12-17,2,00:18:22.557,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Right Foot,Open Play,Half Volley,1,0,0,17869c0b-9b60-421b-aee6-4e7cc7452aa3,110.0,36.0,10.770329614269007,38.65980825409008,0,0.095653445
2005/2006,2005-12-17,2,00:20:07.404,Barcelona,Oleguer Presas Renom,From Goal Kick,0,Left Foot,Open Play,Normal,1,0,0,,98.0,54.1,26.130633363927483,14.785638007653878,0,0.025666557
2005/2006,2005-12-17,2,00:25:57.197,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,6871250f-01ba-4cb0-9a20-11a32fe38767,112.5,35.9,8.547514258543242,46.43869970083581,0,0.12226846
2005/2006,2005-12-17,2,00:28:09.220,Barcelona,Anderson Luís de Souza,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,86.0,44.4,34.28352373954579,13.20349290522357,0,0.012534109
2005/2006,2005-12-17,2,00:28:26.693,Barcelona,Anderson Luís de Souza,From Free Kick,0,Right Foot,Open Play,Normal,0,1,0,a506d677-7cec-43e3-a6db-96e18edcdd03,115.4,52.2,13.038404810405298,13.439434016697323,0,0.09633905
2005/2006,2005-12-17,2,00:28:48.417,Barcelona,Andrés Iniesta Luján,From Corner,0,Right Foot,Open Play,Normal,1,0,0,3008c425-504f-4a74-b4fb-d4620ff31746,98.6,45.1,21.999318171252497,20.09430939301529,0,0.06824345
2005/2006,2005-12-17,2,00:29:58.919,Barcelona,Henrik Larsson,From Counter,0,Right Foot,Open Play,Normal,1,0,0,f53406be-b125-4682-94dc-b1e1d1e31908,107.0,48.1,15.31698403733581,25.441976709645402,0,0.36163816
2005/2006,2005-12-17,2,00:32:32.498,Barcelona,Oleguer Presas Renom,From Counter,0,Right Foot,Open Play,Normal,1,0,0,fe2fa0d0-dd83-4977-b560-d68f360a2539,108.2,44.4,12.593649193144929,33.504223936683864,0,0.44869608
2005/2006,2005-12-17,2,00:32:34.147,Barcelona,Henrik Larsson,From Counter,0,Right Foot,Open Play,Normal,1,0,0,,112.2,39.7,7.805767098754609,54.24490333086379,0,0.28706634
2005/2006,2005-12-17,2,00:34:21.516,Barcelona,Anderson Luís de Souza,From Corner,0,Right Foot,Open Play,Normal,0,0,0,0c821590-1d07-4d9b-aa79-1debfa9f8396,104.2,23.0,23.20861908860585,13.595865266542113,0,0.02534325
2005/2006,2005-12-17,2,00:35:35.807,Barcelona,Thiago Motta,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,645af2e6-50c7-46e1-9a36-15471476a160,94.1,50.5,27.947450688747985,15.153806402384813,0,0.019907532
